"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website"
"216","France","FRA",2021-01-05,6744,6744,NA,4944,944,0.01,0.01,NA,14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"217","France","FRA",2021-01-06,17064,17064,NA,10320,2404,0.03,0.03,NA,35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"218","France","FRA",2021-01-07,43282,43282,NA,26218,6138,0.06,0.06,NA,90,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"219","France","FRA",2021-01-08,76022,76022,NA,32740,10814,0.11,0.11,NA,159,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"220","France","FRA",2021-01-09,86315,86315,NA,10293,12278,0.13,0.13,NA,180,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"221","France","FRA",2021-01-10,91629,91629,NA,5314,13027,0.13,0.13,NA,191,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"222","France","FRA",2021-01-11,125412,125412,NA,33783,17659,0.18,0.18,NA,259,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"223","France","FRA",2021-01-12,179119,179119,NA,53707,24625,0.26,0.26,NA,361,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"224","France","FRA",2021-01-13,235786,235786,NA,56667,31246,0.35,0.35,NA,459,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"225","France","FRA",2021-01-14,306206,306206,NA,70420,37561,0.45,0.45,NA,551,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"226","France","FRA",2021-01-15,364846,364846,NA,58640,41261,0.54,0.54,NA,605,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"227","France","FRA",2021-01-16,382326,382326,NA,17480,42287,0.56,0.56,NA,621,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"228","France","FRA",2021-01-17,391910,391910,NA,9584,42897,0.58,0.58,NA,629,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"229","France","FRA",2021-01-18,468073,468073,NA,76163,48952,0.69,0.69,NA,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"230","France","FRA",2021-01-19,585735,585735,NA,117662,58088,0.86,0.86,NA,852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"231","France","FRA",2021-01-20,708973,708973,NA,123238,67598,1.04,1.04,NA,992,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"232","France","FRA",2021-01-21,850380,850380,NA,141407,77739,1.25,1.25,NA,1141,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"233","France","FRA",2021-01-22,959716,959716,NA,109336,84981,1.41,1.41,NA,1247,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"234","France","FRA",2021-01-23,995147,995147,NA,35431,87546,1.46,1.46,NA,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"235","France","FRA",2021-01-24,1003968,1003968,NA,8821,87437,1.47,1.47,NA,1283,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"236","France","FRA",2021-01-25,1075045,1075045,NA,71077,86710,1.58,1.58,NA,1272,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"237","France","FRA",2021-01-26,1171264,1165852,5412,96219,83647,1.72,1.71,0.01,1227,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"238","France","FRA",2021-01-27,1274711,1262972,11739,103447,80820,1.87,1.85,0.02,1186,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"239","France","FRA",2021-01-28,1396881,1372680,24201,122170,78072,2.05,2.01,0.04,1146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"240","France","FRA",2021-01-29,1494643,1453325,41318,97762,76418,2.19,2.13,0.06,1121,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"241","France","FRA",2021-01-30,1525377,1479909,45468,30734,75747,2.24,2.17,0.07,1112,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"242","France","FRA",2021-01-31,1533630,1486493,47137,8253,75666,2.25,2.18,0.07,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"243","France","FRA",2021-02-01,1609072,1541079,67993,75442,76290,2.36,2.26,0.1,1119,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"244","France","FRA",2021-02-02,1717385,1615088,102297,108313,78017,2.52,2.37,0.15,1145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"245","France","FRA",2021-02-03,1825982,1687026,138956,108597,78753,2.68,2.48,0.2,1156,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"246","France","FRA",2021-02-04,1962126,1772602,189524,136144,80749,2.88,2.6,0.28,1185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"247","France","FRA",2021-02-05,2077037,1843763,233274,114911,83199,3.05,2.71,0.34,1221,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"248","France","FRA",2021-02-06,2109641,1866091,243550,32604,83466,3.1,2.74,0.36,1225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"249","France","FRA",2021-02-07,2120218,1871604,248614,10577,83798,3.11,2.75,0.36,1230,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"250","France","FRA",2021-02-08,2216826,1922706,294120,96608,86822,3.25,2.82,0.43,1274,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"251","France","FRA",2021-02-09,2356862,1990860,366002,140036,91354,3.46,2.92,0.54,1341,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"252","France","FRA",2021-02-10,2502935,2060675,442260,146073,96708,3.67,3.02,0.65,1419,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"253","France","FRA",2021-02-11,2686925,2146212,540713,183990,103543,3.94,3.15,0.79,1519,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"254","France","FRA",2021-02-12,2839817,2225321,614496,152892,108969,4.17,3.27,0.9,1599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"255","France","FRA",2021-02-13,2883456,2249685,633771,43639,110545,4.23,3.3,0.93,1622,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"256","France","FRA",2021-02-14,2896472,2255597,640875,13016,110893,4.25,3.31,0.94,1627,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"257","France","FRA",2021-02-15,3014973,2298086,716887,118501,114021,4.42,3.37,1.05,1673,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"258","France","FRA",2021-02-16,3174936,2357946,816990,159963,116868,4.66,3.46,1.2,1715,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"259","France","FRA",2021-02-17,3329201,2409831,919370,154265,118038,4.89,3.54,1.35,1732,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"260","France","FRA",2021-02-18,3514014,2476748,1037266,184813,118156,5.16,3.63,1.52,1734,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"261","France","FRA",2021-02-19,3668121,2540702,1127419,154107,118329,5.38,3.73,1.65,1736,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"262","France","FRA",2021-02-20,3716619,2560982,1155637,48498,119023,5.45,3.76,1.7,1747,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"263","France","FRA",2021-02-21,3726513,2564530,1161983,9894,118577,5.47,3.76,1.71,1740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"264","France","FRA",2021-02-22,3838375,2603702,1234673,111862,117629,5.63,3.82,1.81,1726,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"265","France","FRA",2021-02-23,3974739,2656447,1318292,136364,114258,5.83,3.9,1.93,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"266","France","FRA",2021-02-24,4111784,2712800,1398984,137045,111798,6.03,3.98,2.05,1641,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"267","France","FRA",2021-02-25,4298573,2808490,1490083,186789,112080,6.31,4.12,2.19,1645,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"268","France","FRA",2021-02-26,4478500,2917925,1560575,179927,115768,6.57,4.28,2.29,1699,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"269","France","FRA",2021-02-27,4550370,2967937,1582433,71870,119107,6.68,4.36,2.32,1748,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"270","France","FRA",2021-02-28,4560861,2974019,1586842,10491,119193,6.69,4.36,2.33,1749,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"271","France","FRA",2021-03-01,4675887,3036605,1639282,115026,119645,6.86,4.46,2.41,1756,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"272","France","FRA",2021-03-02,4839444,3133478,1705966,163557,123529,7.1,4.6,2.5,1813,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"273","France","FRA",2021-03-03,5016763,3245517,1771246,177319,129283,7.36,4.76,2.6,1897,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"274","France","FRA",2021-03-04,5232095,3392269,1839826,215332,133360,7.68,4.98,2.7,1957,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"275","France","FRA",2021-03-05,5484624,3581812,1902812,252529,143732,8.05,5.26,2.79,2109,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"276","France","FRA",2021-03-06,5692974,3772579,1920395,208350,163229,8.35,5.54,2.82,2395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"277","France","FRA",2021-03-07,5807779,3881967,1925812,114805,178131,8.52,5.7,2.83,2614,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"278","France","FRA",2021-03-08,5972593,3996329,1976264,164814,185244,8.76,5.86,2.9,2718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"279","France","FRA",2021-03-09,6197209,4164418,2032791,224616,193966,9.09,6.11,2.98,2846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"280","France","FRA",2021-03-10,6427037,4337343,2089694,229828,201468,9.43,6.36,3.07,2956,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"281","France","FRA",2021-03-11,6722229,4569849,2152380,295192,212876,9.86,6.71,3.16,3124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"282","France","FRA",2021-03-12,7058746,4853278,2205468,336517,224875,10.36,7.12,3.24,3300,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"283","France","FRA",2021-03-13,7292852,5072244,2220608,234106,228554,10.7,7.44,3.26,3354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"284","France","FRA",2021-03-14,7359596,5135616,2223980,66744,221688,10.8,7.54,3.26,3253,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"285","France","FRA",2021-03-15,7552120,5295735,2256385,192524,225647,11.08,7.77,3.31,3311,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"286","France","FRA",2021-03-16,NA,NA,NA,NA,220391,NA,NA,NA,3234,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"287","France","FRA",2021-03-17,7927771,5630671,2297100,NA,214391,11.63,8.26,3.37,3146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"288","France","FRA",2021-03-18,NA,NA,NA,NA,202972,NA,NA,NA,2978,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"289","France","FRA",2021-03-19,NA,NA,NA,NA,185649,NA,NA,NA,2724,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"290","France","FRA",2021-03-20,8573551,6146162,2427389,NA,182957,12.58,9.02,3.56,2685,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"291","France","FRA",2021-03-21,8629076,6199118,2429958,55525,181354,12.66,9.1,3.57,2661,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"292","France","FRA",2021-03-22,8834678,6370705,2463973,205602,183223,12.96,9.35,3.62,2689,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"293","France","FRA",2021-03-23,9122922,6616899,2506023,288244,197568,13.39,9.71,3.68,2899,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"294","France","FRA",2021-03-24,9420514,6870993,2549521,297592,213249,13.82,10.08,3.74,3129,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"295","France","FRA",2021-03-25,9792674,7198795,2593879,372160,235663,14.37,10.56,3.81,3458,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"296","France","FRA",2021-03-26,10185810,7550454,2635356,393136,261074,14.95,11.08,3.87,3831,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"297","France","FRA",2021-03-27,10394243,7742466,2651777,208433,260099,15.25,11.36,3.89,3817,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"298","France","FRA",2021-03-28,10453534,7798091,2655443,59291,260637,15.34,11.44,3.9,3825,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"299","France","FRA",2021-03-29,10714250,8004958,2709292,260716,268510,15.72,11.75,3.98,3940,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"300","France","FRA",2021-03-30,NA,NA,NA,NA,275372,NA,NA,NA,4041,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"301","France","FRA",2021-03-31,11386807,8535750,2851057,NA,280899,16.71,12.53,4.18,4122,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"302","France","FRA",2021-04-01,11771461,8833275,2938186,384654,282684,17.27,12.96,4.31,4148,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"303","France","FRA",2021-04-02,12139523,9109776,3029747,368062,279102,17.81,13.37,4.45,4096,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"304","France","FRA",2021-04-03,12342546,9251321,3091225,203023,278329,18.11,13.58,4.54,4084,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"305","France","FRA",2021-04-04,12405899,9296131,3109768,63353,278909,18.2,13.64,4.56,4093,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"306","France","FRA",2021-04-05,12476935,9356301,3120634,71036,251812,18.31,13.73,4.58,3695,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"307","France","FRA",2021-04-06,12789529,9561733,3227796,312594,248429,18.77,14.03,4.74,3645,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"308","France","FRA",2021-04-07,13160752,9818102,3342650,371223,253421,19.31,14.41,4.91,3719,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"309","France","FRA",2021-04-08,13636163,10148039,3488124,475411,266386,20.01,14.89,5.12,3909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"310","France","FRA",2021-04-09,14149194,10544541,3604653,513031,287096,20.76,15.47,5.29,4213,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"311","France","FRA",2021-04-10,14444958,10757542,3687416,295764,300345,21.2,15.79,5.41,4407,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"312","France","FRA",2021-04-11,14536712,10814693,3722019,91754,304402,21.33,15.87,5.46,4467,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Public Health France","https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/"
"313","Germany","DEU",2020-12-27,24296,24159,137,NA,NA,0.03,0.03,0,NA,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Robert Koch Institut","https://impfdashboard.de/"
"314","Germany","DEU",2020-12-28,42679,42542,137,18383,18383,0.05,0.05,0,219,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Robert Koch Institut","https://impfdashboard.de/"
"315","Germany","DEU",2020-12-29,91574,90848,726,48895,33639,0.11,0.11,0,401,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","Robert Koch Institut","https://impfdashboard.de/"
